Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),CO2 Emissions(g/km),CO2 Rating,Smog Rating,Make_Model
Porsche,718 Boxster S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,255,5,1,Porsche_718 Boxster S
Porsche,718 Boxster S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,263,4,1,Porsche_718 Boxster S
Porsche,718 Boxster GTS 4.0,Two-seater,4.0,6,AM7,Z,12.3,9.8,11.1,260,4,5,Porsche_718 Boxster GTS 4.0
Porsche,718 Boxster GTS 4.0,Two-seater,4.0,6,M6,Z,14.0,10.0,12.2,284,4,5,Porsche_718 Boxster GTS 4.0
Porsche,718 Cayman,Two-seater,2.0,4,AM7,Z,11.0,8.7,10.0,233,5,1,Porsche_718 Cayman
Porsche,718 Cayman,Two-seater,2.0,4,M6,Z,11.7,8.9,10.5,245,5,1,Porsche_718 Cayman
Porsche,718 Cayman T,Two-seater,2.0,4,AM7,Z,11.2,8.7,10.1,236,5,1,Porsche_718 Cayman T
Porsche,718 Cayman T,Two-seater,2.0,4,M6,Z,11.7,8.9,10.5,245,5,1,Porsche_718 Cayman T
Porsche,718 Cayman S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,255,5,1,Porsche_718 Cayman S
Porsche,718 Cayman S,Two-seater,2.5,4,M6,Z,12.5,9.6,11.2,263,4,1,Porsche_718 Cayman S
Porsche,718 Cayman GT4,Two-seater,4.0,6,AM7,Z,13.0,9.9,11.6,271,4,5,Porsche_718 Cayman GT4
Porsche,718 Cayman GT4,Two-seater,4.0,6,M6,Z,14.0,10.1,12.2,286,4,5,Porsche_718 Cayman GT4
Porsche,718 Cayman GTS 4.0,Two-seater,4.0,6,AM7,Z,12.3,9.8,11.1,260,4,5,Porsche_718 Cayman GTS 4.0
Porsche,718 Cayman GTS 4.0,Two-seater,4.0,6,M6,Z,14.0,10.0,12.2,284,4,5,Porsche_718 Cayman GTS 4.0
Porsche,718 Spyder,Two-seater,4.0,6,AM7,Z,13.0,9.9,11.6,271,4,5,Porsche_718 Spyder
Porsche,718 Spyder,Two-seater,4.0,6,M6,Z,14.0,10.1,12.2,286,4,5,Porsche_718 Spyder
Porsche,911 Carrera,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,275,4,5,Porsche_911 Carrera
Porsche,911 Carrera Cabriolet,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,275,4,5,Porsche_911 Carrera Cabriolet
Porsche,911 Carrera 4,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,275,4,5,Porsche_911 Carrera 4
Porsche,911 Carrera 4 Cabriolet,Minicompact,3.0,6,AM8,Z,13.1,9.7,11.6,275,4,5,Porsche_911 Carrera 4 Cabriolet
Porsche,911 Carrera S,Minicompact,3.0,6,AM8,Z,12.9,10.2,11.7,274,4,5,Porsche_911 Carrera S
Porsche,911 Carrera S,Minicompact,3.0,6,M7,Z,12.8,9.4,11.3,264,4,5,Porsche_911 Carrera S
Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,AM8,Z,12.9,10.2,11.7,273,4,5,Porsche_911 Carrera S Cabriolet
Porsche,911 Carrera S Cabriolet,Minicompact,3.0,6,M7,Z,13.8,9.4,11.8,275,4,5,Porsche_911 Carrera S Cabriolet
Porsche,911 Carrera 4S,Minicompact,3.0,6,AM8,Z,13.0,10.2,11.8,275,4,5,Porsche_911 Carrera 4S
Porsche,911 Carrera 4S,Minicompact,3.0,6,M7,Z,13.8,9.3,11.8,275,4,5,Porsche_911 Carrera 4S
Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,AM8,Z,12.8,10.2,11.7,273,4,5,Porsche_911 Carrera 4S Cabriolet
Porsche,911 Carrera 4S Cabriolet,Minicompact,3.0,6,M7,Z,13.8,9.8,12.0,281,4,5,Porsche_911 Carrera 4S Cabriolet
Porsche,911 Carrera GTS,Minicompact,3.0,6,AM8,Z,13.8,10.1,12.1,289,4,5,Porsche_911 Carrera GTS
Porsche,911 Carrera GTS,Minicompact,3.0,6,M7,Z,13.5,9.8,11.9,276,4,5,Porsche_911 Carrera GTS
Porsche,911 Carrera GTS Cabriolet,Minicompact,3.0,6,AM8,Z,13.8,10.2,12.2,289,4,5,Porsche_911 Carrera GTS Cabriolet
Porsche,911 Carrera GTS Cabriolet,Minicompact,3.0,6,M7,Z,13.8,9.6,11.9,278,4,5,Porsche_911 Carrera GTS Cabriolet
Porsche,911 Carrera 4 GTS,Minicompact,3.0,6,AM8,Z,13.8,10.1,12.1,288,4,5,Porsche_911 Carrera 4 GTS
Porsche,911 Carrera 4 GTS,Minicompact,3.0,6,M7,Z,13.8,10.2,12.2,289,4,5,Porsche_911 Carrera 4 GTS
Porsche,911 Carrera 4 GTS Cabriolet,Minicompact,3.0,6,AM8,Z,13.7,10.7,12.3,288,4,5,Porsche_911 Carrera 4 GTS Cabriolet
Porsche,911 Carrera 4 GTS Cabriolet,Minicompact,3.0,6,M7,Z,14.7,10.2,12.7,296,4,5,Porsche_911 Carrera 4 GTS Cabriolet
Porsche,911 GT3,Minicompact,4.0,6,AM7,Z,15.6,12.7,14.3,334,3,3,Porsche_911 GT3
Porsche,911 GT3,Minicompact,4.0,6,M6,Z,17.0,13.1,15.2,355,3,3,Porsche_911 GT3
Porsche,911 GT3 Touring,Minicompact,4.0,6,AM7,Z,15.7,12.7,14.4,335,3,3,Porsche_911 GT3 Touring
Porsche,911 GT3 Touring,Minicompact,4.0,6,M6,Z,16.9,13.1,15.2,354,3,3,Porsche_911 GT3 Touring
Porsche,911 Targa 4,Minicompact,3.0,6,AM8,Z,13.1,9.8,11.6,275,4,5,Porsche_911 Targa 4
Porsche,911 Targa 4S,Minicompact,3.0,6,AM8,Z,13.1,10.2,11.8,274,4,5,Porsche_911 Targa 4S
Porsche,911 Targa 4S,Minicompact,3.0,6,M7,Z,13.7,9.8,11.9,278,4,5,Porsche_911 Targa 4S
Porsche,911 Targa 4 GTS,Minicompact,3.0,6,AM8,Z,13.6,10.7,12.3,287,4,5,Porsche_911 Targa 4 GTS
Porsche,911 Targa 4 GTS,Minicompact,3.0,6,M7,Z,14.7,10.2,12.7,296,4,5,Porsche_911 Targa 4 GTS
Porsche,911 Turbo,Minicompact,3.7,6,AM8,Z,15.2,11.9,13.7,321,3,5,Porsche_911 Turbo
Porsche,911 Turbo Cabriolet,Minicompact,3.7,6,AM8,Z,15.6,11.8,13.9,324,3,5,Porsche_911 Turbo Cabriolet
Porsche,911 Turbo S,Minicompact,3.7,6,AM8,Z,15.3,11.8,13.7,321,3,5,Porsche_911 Turbo S
Porsche,911 Turbo S Cabriolet,Minicompact,3.7,6,AM8,Z,16.0,11.8,14.1,328,3,5,Porsche_911 Turbo S Cabriolet
Porsche,Cayenne,SUV: Standard,3.0,6,AS8,Z,13.8,10.7,12.4,289,4,5,Porsche_Cayenne
Porsche,Cayenne Coupe,SUV: Standard,3.0,6,AS8,Z,13.8,10.7,12.4,289,4,5,Porsche_Cayenne Coupe
Porsche,Cayenne S,SUV: Standard,2.9,6,AS8,Z,14.7,10.6,12.9,307,3,5,Porsche_Cayenne S
Porsche,Cayenne S Coupe,SUV: Standard,2.9,6,AS8,Z,14.4,11.2,13.0,305,3,5,Porsche_Cayenne S Coupe
Porsche,Cayenne GTS,SUV: Standard,4.0,8,AS8,Z,15.8,12.3,14.2,331,3,3,Porsche_Cayenne GTS
Porsche,Cayenne GTS Coupe,SUV: Standard,4.0,8,AS8,Z,15.2,12.4,14.0,326,3,3,Porsche_Cayenne GTS Coupe
Porsche,Cayenne Turbo,SUV: Standard,4.0,8,AS8,Z,16.8,12.4,14.8,343,3,3,Porsche_Cayenne Turbo
Porsche,Cayenne Turbo Coupe,SUV: Standard,4.0,8,AS8,Z,15.9,12.0,14.1,330,3,3,Porsche_Cayenne Turbo Coupe
Porsche,Cayenne Turbo GT,SUV: Standard,4.0,8,AS8,Z,16.8,12.4,14.8,345,3,3,Porsche_Cayenne Turbo GT
Porsche,Macan,SUV: Small,2.0,4,AM7,Z,12.4,9.3,11.0,263,4,5,Porsche_Macan
Porsche,Macan S,SUV: Small,2.9,6,AM7,Z,13.8,10.1,12.2,289,4,5,Porsche_Macan S
Porsche,Macan GTS,SUV: Small,2.9,6,AM7,Z,13.5,10.7,12.2,290,4,5,Porsche_Macan GTS
Porsche,Panamera,Full-size,2.9,6,AM8,Z,13.1,9.8,11.6,274,4,5,Porsche_Panamera
Porsche,Panamera 4,Full-size,2.9,6,AM8,Z,12.8,9.8,11.5,274,4,5,Porsche_Panamera 4
Porsche,Panamera 4 Executive,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,289,4,5,Porsche_Panamera 4 Executive
Porsche,Panamera 4 ST,Full-size,2.9,6,AM8,Z,12.8,10.2,11.7,274,4,5,Porsche_Panamera 4 ST
Porsche,Panamera 4S,Full-size,2.9,6,AM8,Z,12.8,9.8,11.4,276,4,5,Porsche_Panamera 4S
Porsche,Panamera 4S Executive,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,292,4,5,Porsche_Panamera 4S Executive
Porsche,Panamera 4S ST,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,292,4,5,Porsche_Panamera 4S ST
Porsche,Panamera GTS,Full-size,4.0,8,AM8,Z,15.7,11.2,13.7,323,3,3,Porsche_Panamera GTS
Porsche,Panamera GTS ST,Full-size,4.0,8,AM8,Z,15.7,11.8,13.9,323,3,3,Porsche_Panamera GTS ST
Porsche,Panamera Turbo S,Full-size,4.0,8,AM8,Z,15.3,11.2,13.5,326,3,3,Porsche_Panamera Turbo S
Porsche,Panamera Turbo S Executive,Full-size,4.0,8,AM8,Z,15.3,11.2,13.5,326,3,3,Porsche_Panamera Turbo S Executive
Porsche,Panamera Turbo S ST,Full-size,4.0,8,AM8,Z,15.3,11.2,13.5,326,3,3,Porsche_Panamera Turbo S ST
Ram,1500 EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,10.5,7.3,9.0,243,5,1,Ram_1500 EcoDiesel
Ram,1500 HFE EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,10.4,7.1,8.9,238,5,1,Ram_1500 HFE EcoDiesel
Ram,1500 eTorque,Pickup truck: Standard,3.6,6,A8,X,11.9,9.4,10.8,253,5,5,Ram_1500 eTorque
Ram,1500 HFE eTorque,Pickup truck: Standard,3.6,6,A8,X,11.6,9.0,10.4,245,5,5,Ram_1500 HFE eTorque
Ram,1500,Pickup truck: Standard,5.7,8,A8,X,16.2,10.5,13.6,320,3,5,Ram_1500
Ram,1500 eTorque,Pickup truck: Standard,5.7,8,A8,X,13.0,10.0,11.7,275,4,5,Ram_1500 eTorque
Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3.0,6,A8,D,11.1,8.0,9.7,260,4,1,Ram_1500 4X4 EcoDiesel
Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,X,12.2,9.7,11.1,260,4,5,Ram_1500 4X4 eTorque
Ram,1500 4X4,Pickup truck: Standard,5.7,8,A8,X,16.1,11.0,13.8,325,3,5,Ram_1500 4X4
Ram,1500 4X4 eTorque,Pickup truck: Standard,5.7,8,A8,X,13.4,10.5,12.1,284,4,5,Ram_1500 4X4 eTorque
Ram,1500 4X4 TRX,Pickup truck: Standard,6.2,8,A8,Z,22.4,16.5,19.8,465,1,1,Ram_1500 4X4 TRX
Ram,1500 Classic,Pickup truck: Standard,3.6,6,A8,X,13.9,9.6,11.9,280,4,3,Ram_1500 Classic
Ram,1500 Classic,Pickup truck: Standard,5.7,8,A8,X,15.9,11.1,13.7,323,3,3,Ram_1500 Classic
Ram,1500 Classic 4X4,Pickup truck: Standard,3.6,6,A8,X,14.5,10.2,12.6,295,4,3,Ram_1500 Classic 4X4
Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A8,X,16.2,11.6,14.1,330,3,3,Ram_1500 Classic 4X4
Ram,ProMaster City,Special purpose vehicle,2.4,4,A9,X,11.2,8.3,9.9,232,5,6,Ram_ProMaster City
Rolls-Royce,Cullinan,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.1,16.5,386,2,3,Rolls-Royce_Cullinan
Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.1,16.5,386,2,3,Rolls-Royce_Cullinan Black Badge
Rolls-Royce,Ghost,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,387,2,3,Rolls-Royce_Ghost
Rolls-Royce,Ghost Black Badge,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,387,2,3,Rolls-Royce_Ghost Black Badge
Rolls-Royce,Ghost EWB,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,387,2,3,Rolls-Royce_Ghost EWB
Rolls-Royce,Phantom,Full-size,6.7,12,AS8,Z,20.0,11.8,16.3,382,2,3,Rolls-Royce_Phantom
Rolls-Royce,Phantom EWB,Full-size,6.7,12,AS8,Z,20.0,11.8,16.3,382,2,3,Rolls-Royce_Phantom EWB
Subaru,Ascent AWD,SUV: Standard,2.4,4,AV8,X,11.7,9.0,10.5,245,5,3,Subaru_Ascent AWD
Subaru,BRZ,Minicompact,2.4,4,AS6,Z,11.0,7.7,9.5,224,5,3,Subaru_BRZ
Subaru,BRZ,Minicompact,2.4,4,M6,Z,12.0,8.8,10.5,247,5,3,Subaru_BRZ
Subaru,Crosstrek AWD,SUV: Small,2.0,4,AV8,X,8.5,7.0,7.9,184,6,7,Subaru_Crosstrek AWD
Subaru,Crosstrek AWD,SUV: Small,2.0,4,M6,X,10.5,8.1,9.4,220,5,7,Subaru_Crosstrek AWD
Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,X,8.8,7.0,8.0,188,6,7,Subaru_Crosstrek AWD
Subaru,Forester AWD,SUV: Small,2.5,4,AV7,X,9.0,7.2,8.2,192,6,7,Subaru_Forester AWD
Subaru,Forester Wilderness AWD,SUV: Small,2.5,4,AV8,X,9.5,8.3,9.0,210,5,7,Subaru_Forester Wilderness AWD
Subaru,Impreza 4-Door AWD,Mid-size,2.0,4,AV7,X,8.3,6.4,7.4,174,7,7,Subaru_Impreza 4-Door AWD
Subaru,Impreza 4-Door AWD,Mid-size,2.0,4,M5,X,10.1,7.5,9.0,209,5,7,Subaru_Impreza 4-Door AWD
Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,AV7,X,8.4,6.6,7.6,178,7,7,Subaru_Impreza 5-Door AWD
Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,M5,X,10.1,7.7,9.0,211,5,7,Subaru_Impreza 5-Door AWD
Subaru,Legacy AWD,Full-size,2.4,4,AV8,X,9.9,7.3,8.7,205,6,3,Subaru_Legacy AWD
Subaru,Legacy AWD,Full-size,2.5,4,AV8,X,8.8,6.7,7.8,184,6,7,Subaru_Legacy AWD
Subaru,Outback AWD,SUV: Small,2.4,4,AV8,X,10.1,7.9,9.1,213,5,3,Subaru_Outback AWD
Subaru,Outback AWD,SUV: Small,2.5,4,AV8,X,9.0,7.1,8.2,192,6,7,Subaru_Outback AWD
Subaru,Outback Wilderness AWD,SUV: Small,2.4,4,AV8,X,10.9,8.9,10.0,235,5,3,Subaru_Outback Wilderness AWD
Subaru,WRX AWD,Mid-size,2.4,4,AV8,Z,12.7,9.4,11.2,262,4,3,Subaru_WRX AWD
Subaru,WRX AWD,Mid-size,2.4,4,M6,Z,12.3,9.0,10.8,254,5,3,Subaru_WRX AWD
Toyota,4Runner 4WD,SUV: Standard,4.0,6,AS5,X,14.9,12.6,13.8,323,3,5,Toyota_4Runner 4WD
Toyota,4Runner 4WD (Part-Time 4WD) ,SUV: Standard,4.0,6,AS5,X,14.8,12.5,13.8,321,3,5,Toyota_4Runner 4WD (Part-Time 4WD) 
Toyota,C-HR,Compact,2.0,4,AS7,X,8.7,7.5,8.2,189,6,3,Toyota_C-HR
Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,X,8.5,6.1,7.4,174,7,7,Toyota_Camry LE/SE
Toyota,Camry XSE,Mid-size,2.5,4,AS8,X,8.6,6.3,7.6,178,7,7,Toyota_Camry XSE
Toyota,Camry XSE V6,Mid-size,3.5,6,AS8,X,10.7,7.4,9.2,215,5,5,Toyota_Camry XSE V6
Toyota,Camry TRD,Mid-size,3.5,6,AS8,X,10.8,7.6,9.4,220,5,5,Toyota_Camry TRD
Toyota,Camry AWD SE,Mid-size,2.5,4,AS8,X,9.4,6.8,8.2,192,6,6,Toyota_Camry AWD SE
Toyota,Camry AWD XSE,Mid-size,2.5,4,AS8,X,9.5,7.0,8.4,195,6,6,Toyota_Camry AWD XSE
Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,X,4.9,4.8,4.9,113,9,7,Toyota_Camry Hybrid LE
Toyota,Camry Hybrid SE/XLE/XSE,Mid-size,2.5,4,AV,X,5.3,5.0,5.1,121,9,7,Toyota_Camry Hybrid SE/XLE/XSE
Toyota,Corolla,Compact,1.8,4,AV,X,7.9,6.2,7.1,166,7,5,Toyota_Corolla
Toyota,Corolla XLE,Compact,1.8,4,AV,X,8.1,6.3,7.3,170,7,5,Toyota_Corolla XLE
Toyota,Corolla,Compact,1.8,4,M6,X,8.0,6.0,7.1,165,7,5,Toyota_Corolla
Toyota,Corolla,Compact,2.0,4,AV10,X,7.6,5.9,6.8,159,7,7,Toyota_Corolla
Toyota,Corolla XSE,Compact,2.0,4,AV10,X,7.7,6.1,7.0,164,7,7,Toyota_Corolla XSE
Toyota,Corolla,Compact,2.0,4,M6,X,8.2,6.5,7.4,172,7,7,Toyota_Corolla
Toyota,Corolla Apex Edition,Compact,2.0,4,AV10,X,7.7,6.2,7.0,164,7,7,Toyota_Corolla Apex Edition
Toyota,Corolla Hatchback,Compact,2.0,4,AV10,X,7.5,5.9,6.8,159,7,7,Toyota_Corolla Hatchback
Toyota,Corolla Hatchback,Compact,2.0,4,M6,X,8.4,6.7,7.6,179,7,7,Toyota_Corolla Hatchback
Toyota,Corolla Hybrid,Compact,1.8,4,AV,X,4.4,4.5,4.5,106,9,7,Toyota_Corolla Hybrid
Toyota,Corolla Cross,SUV: Small,2.0,4,AV10,X,7.6,7.0,7.3,171,7,7,Toyota_Corolla Cross
Toyota,Corolla Cross AWD,SUV: Small,2.0,4,AV10,X,8.1,7.4,7.8,182,6,7,Toyota_Corolla Cross AWD
Toyota,GR 86,Minicompact,2.4,4,AS6,Z,11.1,7.7,9.6,224,5,3,Toyota_GR 86
Toyota,GR 86,Minicompact,2.4,4,M6,Z,11.9,8.7,10.5,246,5,3,Toyota_GR 86
Toyota,GR Supra 2.0,Two-seater,2.0,4,AS8,Z,9.3,7.2,8.4,195,6,7,Toyota_GR Supra 2.0
Toyota,GR Supra 3.0,Two-seater,3.0,6,AS8,Z,10.6,8.0,9.4,218,5,5,Toyota_GR Supra 3.0
Toyota,Highlander AWD,SUV: Small,3.5,6,AS8,X,11.8,8.6,10.3,241,5,5,Toyota_Highlander AWD
Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,X,6.7,6.8,6.7,158,7,7,Toyota_Highlander Hybrid AWD
Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,X,6.6,6.8,6.7,156,7,7,Toyota_Highlander Hybrid AWD Limited/Platinum
Toyota,Prius,Mid-size,1.8,4,AV,X,4.4,4.7,4.5,106,9,7,Toyota_Prius
Toyota,Prius AWD,Mid-size,1.8,4,AV,X,4.6,5.0,4.8,111,9,7,Toyota_Prius AWD
Toyota,RAV4,SUV: Small,2.5,4,AS8,X,8.8,6.8,7.9,184,6,7,Toyota_RAV4
Toyota,RAV4 (Stop/Start),SUV: Small,2.5,4,AS8,X,8.5,6.8,7.7,180,7,7,Toyota_RAV4 (Stop/Start)
Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,X,9.5,7.1,8.4,198,6,6,Toyota_RAV4 AWD
Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4,AS8,X,8.8,7.1,8.0,187,6,6,Toyota_RAV4 AWD (Stop/Start)
Toyota,RAV4 AWD LE,SUV: Small,2.5,4,AS8,X,8.7,6.9,7.9,184,6,6,Toyota_RAV4 AWD LE
Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,X,9.5,7.4,8.5,200,6,6,Toyota_RAV4 AWD TRD Off-Road
Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,X,5.8,6.3,6.0,140,8,7,Toyota_RAV4 Hybrid AWD
Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,X,18.5,13.9,16.4,385,2,5,Toyota_Sequoia 4WD
Toyota,Sienna,Minivan,2.5,4,AV,X,6.6,6.5,6.6,154,7,7,Toyota_Sienna
Toyota,Sienna AWD,Minivan,2.5,4,AV,X,6.8,6.6,6.7,158,7,7,Toyota_Sienna AWD
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,X,13.0,10.5,11.8,278,4,5,Toyota_Tacoma 4WD
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,X,13.8,11.4,12.7,299,3,5,Toyota_Tacoma 4WD
Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,300,3,5,Toyota_Tacoma 4WD D-Cab TRD Off-Road/PRO
Toyota,Tundra,Pickup truck: Standard,3.4,6,AS10,X,13.1,10.1,11.8,277,4,5,Toyota_Tundra
Toyota,Tundra 4WD,Pickup truck: Standard,3.4,6,AS10,X,13.6,10.4,12.2,285,4,5,Toyota_Tundra 4WD
Toyota,Tundra 4WD TRD,Pickup truck: Standard,3.4,6,AS10,X,13.5,10.6,12.2,286,4,5,Toyota_Tundra 4WD TRD
Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6,AS10,X,12.7,10.5,11.7,274,4,5,Toyota_Tundra Hybrid 4WD
Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6,AS10,X,12.5,11.2,11.9,277,4,5,Toyota_Tundra Hybrid 4WD TRD PRO
Toyota,Venza AWD,SUV: Small,2.5,4,AV,X,5.9,6.4,6.1,142,8,7,Toyota_Venza AWD
Volkswagen,Atlas 4MOTION,SUV: Small,2.0,4,AS8,X,11.5,9.5,10.6,249,5,3,Volkswagen_Atlas 4MOTION
Volkswagen,Atlas 4MOTION,SUV: Small,3.6,6,AS8,X,13.8,10.2,12.2,286,4,5,Volkswagen_Atlas 4MOTION
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2.0,4,AS8,X,11.6,9.7,10.7,252,5,3,Volkswagen_Atlas Cross Sport 4MOTION
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,X,13.1,10.0,11.7,275,4,5,Volkswagen_Atlas Cross Sport 4MOTION
Volkswagen,Golf GTI,Mid-size,2.0,4,AM7,X,9.3,7.0,8.3,194,6,5,Volkswagen_Golf GTI
Volkswagen,Golf GTI,Mid-size,2.0,4,M6,X,9.8,6.9,8.5,198,6,5,Volkswagen_Golf GTI
Volkswagen,Golf R,Mid-size,2.0,4,AM7,Z,10.3,7.7,9.1,213,5,5,Volkswagen_Golf R
Volkswagen,Golf R,Mid-size,2.0,4,M6,Z,11.8,8.3,10.2,237,5,5,Volkswagen_Golf R
Volkswagen,Jetta,Compact,1.5,4,AS8,X,7.7,5.7,6.8,159,7,7,Volkswagen_Jetta
Volkswagen,Jetta SE/SEL,Compact,1.5,4,AS8,X,8.1,5.8,7.1,167,7,7,Volkswagen_Jetta SE/SEL
Volkswagen,Jetta,Compact,1.5,4,M6,X,8.0,5.5,6.9,161,7,7,Volkswagen_Jetta
Volkswagen,Jetta GLI,Compact,2.0,4,AM7,X,9.0,6.5,7.9,185,6,7,Volkswagen_Jetta GLI
Volkswagen,Jetta GLI,Compact,2.0,4,M6,X,9.1,6.4,7.9,186,6,7,Volkswagen_Jetta GLI
Volkswagen,Passat,Mid-size,2.0,4,AS6,X,9.7,6.6,8.3,196,6,7,Volkswagen_Passat
Volkswagen,Taos,SUV: Small,1.5,4,A8,X,8.4,6.6,7.6,178,7,7,Volkswagen_Taos
Volkswagen,Taos 4MOTION,SUV: Small,1.5,4,A7,X,9.5,7.4,8.5,200,6,7,Volkswagen_Taos 4MOTION
Volkswagen,Tiguan 4MOTION,SUV: Small,2.0,4,AS8,X,10.6,8.0,9.4,222,5,7,Volkswagen_Tiguan 4MOTION
Volkswagen,Tiguan R-Line 4MOTION,SUV: Small,2.0,4,AS8,X,11.0,8.3,9.8,229,5,7,Volkswagen_Tiguan R-Line 4MOTION
Volvo,S60 B5,Compact,2.0,4,AS8,Z,9.0,6.7,8.0,186,6,5,Volvo_S60 B5
Volvo,S60 B5 AWD,Compact,2.0,4,AS8,Z,9.4,6.9,8.3,193,6,5,Volvo_S60 B5 AWD
Volvo,S90 B6 AWD,Mid-size,2.0,4,AS8,Z,10.4,7.5,9.1,212,5,7,Volvo_S90 B6 AWD
Volvo,V60 T6 AWD,Station wagon: Small,2.0,4,AS8,Z,11.3,7.5,9.6,224,5,7,Volvo_V60 T6 AWD
Volvo,V60 CC T5 AWD,Station wagon: Small,2.0,4,AS8,Z,10.9,7.7,9.5,221,5,5,Volvo_V60 CC T5 AWD
Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2.0,4,AS8,Z,10.6,8.1,9.5,222,5,7,Volvo_V90 CC B6 AWD
Volvo,XC40 T4 AWD,SUV: Small,2.0,4,AS8,X,10.7,7.6,9.3,217,5,5,Volvo_XC40 T4 AWD
Volvo,XC40 T5 AWD,SUV: Small,2.0,4,AS8,Z,10.7,7.7,9.4,219,5,5,Volvo_XC40 T5 AWD
Volvo,XC60 B5 AWD,SUV: Small,2.0,4,AS8,Z,10.5,8.1,9.4,219,5,5,Volvo_XC60 B5 AWD
Volvo,XC60 B6 AWD,SUV: Small,2.0,4,AS8,Z,11.0,8.7,9.9,232,5,7,Volvo_XC60 B6 AWD
Volvo,XC90 T5 AWD,SUV: Standard,2.0,4,AS8,Z,11.5,8.4,10.1,236,5,5,Volvo_XC90 T5 AWD
Volvo,XC90 T6 AWD,SUV: Standard,2.0,4,AS8,Z,12.4,8.9,10.8,252,5,7,Volvo_XC90 T6 AWD
